ID,Orden ID,Fecha_Orden,Fecha_Envío,Modo_Envío,Cliente_ID,Segmento,País,Ciudad,Estado,Codigo_Postal,Region,Producto_ID,Ventas
35,CA-2018-107727,19/10/2018,23/10/2018,Second Class,MA-17560,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,29.472
36,CA-2017-117590,08/12/2017,10/12/2017,First Class,GH-14485,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,1097.544
37,CA-2017-117590,08/12/2017,10/12/2017,First Class,GH-14485,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,190.92
38,CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,113.328
39,CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,532.3992
40,CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,212.058
41,CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,371.168
42,CA-2018-120999,10/09/2018,15/09/2018,Standard Class,LC-16930,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,147.168
43,CA-2017-101343,17/07/2017,22/07/2017,Standard Class,RA-19885,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,77.88
44,CA-2018-139619,19/09/2018,23/09/2018,Standard Class,ES-14080,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,95.616
45,CA-2017-118255,11/03/2017,13/03/2017,First Class,ON-18715,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,45.98
46,CA-2017-118255,11/03/2017,13/03/2017,First Class,ON-18715,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,17.46
47,CA-2015-146703,20/10/2015,25/10/2015,Second Class,PO-18865,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,211.96
48,CA-2017-169194,20/06/2017,25/06/2017,Standard Class,LH-16900,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,45
49,CA-2017-169194,20/06/2017,25/06/2017,Standard Class,LH-16900,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,21.8
50,CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,38.22
51,CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,75.18
52,CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,6.16
53,CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,89.99
54,CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,15.26
55,CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,1029.95
56,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,208.56
57,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,32.4
58,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,319.41
59,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,14.56
60,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,30
61,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,48.48
62,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,1.68
63,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,13.98
64,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,25.824
65,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,146.73
66,CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,79.76
67,US-2016-164175,30/04/2016,05/05/2016,Standard Class,PS-18970,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,213.115
68,CA-2015-106376,05/12/2015,10/12/2015,Standard Class,BS-11590,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,1113.024
69,CA-2015-106376,05/12/2015,10/12/2015,Standard Class,BS-11590,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,167.968
70,CA-2017-119823,04/06/2017,06/06/2017,First Class,KD-16270,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,75.88
71,CA-2017-106075,18/09/2017,23/09/2017,Standard Class,HM-14980,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,4.616
72,CA-2018-114440,14/09/2018,17/09/2018,Second Class,TB-21520,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,19.05
73,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,831.936
74,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,97.04
75,US-2016-134026,26/04/2016,02/05/2016,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,72.784
76,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,1.248
77,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,9.708
78,US-2018-118038,09/12/2018,11/12/2018,First Class,KB-16600,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,27.24
79,US-2015-147606,26/11/2015,01/12/2015,Second Class,JE-15745,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,19.3
80,CA-2017-127208,12/06/2017,15/06/2017,First Class,SC-20770,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,208.16
81,CA-2017-127208,12/06/2017,15/06/2017,First Class,SC-20770,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,16.74
82,CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,14.9
83,CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,21.39
84,CA-2016-149734,03/09/2016,08/09/2016,Standard Class,JC-16105,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,200.984
85,US-2018-119662,13/11/2018,16/11/2018,First Class,CS-12400,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,230.376
86,CA-2018-140088,28/05/2018,30/05/2018,Second Class,PO-18865,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,301.96
87,CA-2018-155558,26/10/2018,02/11/2018,Standard Class,PG-18895,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,19.99
88,CA-2018-155558,26/10/2018,02/11/2018,Standard Class,PG-18895,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,6.16
89,CA-2017-159695,05/04/2017,10/04/2017,Second Class,GM-14455,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,158.368
90,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,20.1
91,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,73.584
92,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,6.48
93,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,12.96
94,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,53.34
95,CA-2016-149587,31/01/2016,05/02/2016,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,32.96
96,US-2018-109484,06/11/2018,12/11/2018,Standard Class,RB-19705,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,5.682
97,CA-2018-161018,09/11/2018,11/11/2018,Second Class,PN-18775,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,96.53
98,CA-2018-157833,17/06/2018,20/06/2018,First Class,KD-16345,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,51.312
99,CA-2017-149223,06/09/2017,11/09/2017,Standard Class,ER-13855,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,77.88
100,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,64.624
101,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,95.976
102,CA-2017-158568,29/08/2017,02/09/2017,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,1.788
103,CA-2017-129903,01/12/2017,04/12/2017,Second Class,GZ-14470,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,23.92
104,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,238.896
105,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,102.36
106,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,36.882
107,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,74.112
108,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,27.992
109,CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,3.304
110,CA-2016-129476,15/10/2016,20/10/2016,Standard Class,PA-19060,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,339.96
111,CA-2018-146780,25/12/2018,30/12/2018,Standard Class,CV-12805,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,41.96
112,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,75.96
113,CA-2017-128867,03/11/2017,10/11/2017,Standard Class,CL-12565,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,27.24
114,CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,40.096
115,CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,4.72
116,CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,23.976
117,CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,130.464
118,CA-2016-110457,02/03/2016,06/03/2016,Standard Class,DK-13090,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,787.53
119,US-2016-136476,05/04/2016,10/04/2016,Standard Class,GG-14650,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,157.794
120,CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,47.04
121,CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,30.84
122,CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,226.56
123,CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,115.02
124,CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,68.04
125,US-2015-152030,26/12/2015,28/12/2015,Second Class,AD-10180,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,600.558
126,US-2015-134614,20/09/2015,25/09/2015,Standard Class,PF-19165,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,617.7
127,US-2018-107272,05/11/2018,12/11/2018,Standard Class,TS-21610,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,2.388
128,US-2018-107272,05/11/2018,12/11/2018,Standard Class,TS-21610,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,243.992
129,US-2017-125969,06/11/2017,10/11/2017,Second Class,LS-16975,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,81.424
130,US-2017-125969,06/11/2017,10/11/2017,Second Class,LS-16975,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,238.56
131,US-2018-164147,02/02/2018,05/02/2018,First Class,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,59.97
132,US-2018-164147,02/02/2018,05/02/2018,First Class,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,78.304
133,US-2018-164147,02/02/2018,05/02/2018,First Class,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,21.456
134,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,20.04
135,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,35.44
136,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,11.52
137,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,4.02
138,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,76.176
139,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-SU-10001218,65.88
140,CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,43.12
141,CA-2017-110366,05/09/2017,07/09/2017,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,82.8
142,CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,8.82
143,CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975,Corporate,United States,San Francisco,California,94122,West,OFF-EN-10004030,10.86
144,CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004327,143.7
145,CA-2018-155376,22/12/2018,27/12/2018,Standard Class,SG-20080,Consumer,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,839.43
146,CA-2016-110744,07/09/2016,12/09/2016,Standard Class,HA-14920,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,671.93
147,CA-2015-110072,22/10/2015,28/10/2015,Standard Class,MG-17680,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,93.888
148,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,384.45
149,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,149.97
150,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,1951.84
151,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,171.55
152,CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,157.92
153,CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,203.184
154,CA-2016-124919,31/05/2016,02/06/2016,First Class,SP-20650,Corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,58.38
155,CA-2016-124919,31/05/2016,02/06/2016,First Class,SP-20650,Corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,105.52
156,CA-2016-124919,31/05/2016,02/06/2016,First Class,SP-20650,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,80.88
157,CA-2016-118948,28/05/2016,03/06/2016,Standard Class,NK-18490,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,6.63
158,CA-2015-104269,01/03/2015,06/03/2015,Second Class,DB-13060,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,457.568
159,CA-2017-114104,20/11/2017,24/11/2017,Standard Class,NP-18670,Consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,14.62
160,CA-2017-114104,20/11/2017,24/11/2017,Standard Class,NP-18670,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,944.93
161,CA-2017-162733,11/05/2017,12/05/2017,First Class,TT-21070,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,5.98
162,CA-2016-119697,28/12/2016,31/12/2016,Second Class,EM-13960,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,54.384
163,CA-2017-154508,16/11/2017,20/11/2017,Standard Class,RD-19900,Consumer,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,28.4
164,CA-2017-113817,07/11/2017,11/11/2017,Standard Class,MJ-17740,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,27.68
165,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,9.936
166,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,8159.952
167,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,275.928
168,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,1740.06
169,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,32.064
170,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,177.98
171,CA-2015-139892,08/09/2015,12/09/2015,Standard Class,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,143.976
172,CA-2015-118962,05/08/2015,09/08/2015,Standard Class,CS-12130,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,20.94
173,CA-2015-118962,05/08/2015,09/08/2015,Standard Class,CS-12130,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,110.96
174,CA-2015-118962,05/08/2015,09/08/2015,Standard Class,CS-12130,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,340.144
175,US-2015-100853,14/09/2015,19/09/2015,Standard Class,JB-15400,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,52.448
176,US-2015-100853,14/09/2015,19/09/2015,Standard Class,JB-15400,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,20.16
177,US-2018-152366,21/04/2018,25/04/2018,Second Class,SJ-20500,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,97.264
178,US-2016-101511,21/11/2016,23/11/2016,Second Class,JE-15745,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,396.802
179,US-2016-101511,21/11/2016,23/11/2016,Second Class,JE-15745,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,15.88
180,CA-2016-137225,15/12/2016,19/12/2016,Standard Class,JK-15640,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,3.28
181,CA-2015-166191,05/12/2015,09/12/2015,Second Class,DK-13150,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,24.816
182,CA-2015-166191,05/12/2015,09/12/2015,Second Class,DK-13150,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,408.744
183,CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,503.96
184,CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10004896,149.95
185,CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675,Home Office,United States,Monroe,Louisiana,71203,South,TEC-AC-10002345,29
